Fake ID,Year,City,Month,Day,Time,Week,Type Of Accident,Reasons,Street,Place,Area,Location,Lighting,Road Condition,Weather Condition,Road surface,Lay injured,Injured seat,Degree of injury,Age of the injured,The person's gender,Speed of the road,Number of tracks,Pedestrian behavior,Intersection,Total
898186,2021,Abu Dhabi,June,Saturday,Evening,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,Sheikh Maktoum Bin Rashid Street,Tunnel / Bridge,Sayeh Al -Sidair,Individual,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Medium,23,Male,120,4,There is no,Not on or by (20) meters of a,1
898187,2021,Fujairah,August,Thursday,In the afternoon,the third week,Run,Preoccupation with the road while driving the vehicle in any way,Al -Tuwayen Street,Industrial area,Sarram area,Individual,Night - without lighting,Wicked (Bad),No Clouds,Temple,pedestrian,There is no passenger,Medium,64,Male,40,1,There is no,Not on or by (20) meters of a,1
898188,2021,Sharjah,March,Sunday,Before noon,second week,Be shocked,Sudden deviation,Al Hamriyah Street,Commercial area,Hamriyah,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,34,Male,80,2,There is no,Not on or by (20) meters of a,1
898193,2021,Abu Dhabi,August,Thursday,Evening,The first week,Run,Preoccupation with the road while driving the vehicle in any way,Armored road,School,Popularism,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Medium,68,Female,60,2,He crosses not on transit lines,Not on or by (20) meters of a,1
898194,2021,Abu Dhabi,March,Saturday,Evening,second week,Shock,Preoccupation with the road while driving the vehicle in any way,Abu Dhabi Road - Al Ain,Residential area,Mohammed bin Zayed City,Double road,Night - Enough lighting,The movement is suspended,No Clouds,dry,driver,Bike,Medium,24,Male,80,3,There is no,Vertical cross intersection,1
898198,2021,Abu Dhabi,June,Friday,Evening,The first week,Shock,Preoccupation with the road while driving the vehicle in any way,Abu Dhabi Road - Al Ain,External road,Hawi bridge,public road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,23,Male,120,4,There is no,Not at intersection,1
898201,2021,Abu Dhabi,September,Thursday,Evening,The first week,Shock,Preoccupation with the road while driving the vehicle in any way,There is no definition,Industrial area,Industrial Archbishop,public road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,32,Male,80,3,There is no,Not on or by (20) meters of a,1
898205,2021,Abu Dhabi,October,Sunday,Evening,fourth week,Shock,Preoccupation with the road while driving the vehicle in any way,Tarif road,School,sedate,Out of the way,Night - without lighting,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Medium,21,Male,40,1,There is no,Not on or by (20) meters of a,1
898206,2021,Sharjah,February,Tuesday,Evening,second week,Be shocked,Sudden deviation,Lake Corniche Street,Residential area,Magazine 1,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Bike,Medium,20,Male,80,3,There is no,Not on or by (20) meters of a,1
898211,2021,Umm Al Quwain,October,Thursday,Before noon,The first week,Deterioration,Sudden deviation,Sheikh Mohammed bin Zayed Street (Umm Al Qain - Ras Al Khaimah),Tunnel / Bridge,Navel,Double road,day,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,Medium,31,Male,140,3,There is no,Not on or by (20) meters of a,1
898212,2021,Sharjah,January,Monday,At noon,second week,Be shocked,Sudden deviation,Hamriyah,Commercial area,Hamriyah,Side,day,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Medium,39,Male,20,1,Familiar,Not on or by (20) meters of a,1
898216,2021,Abu Dhabi,March,Monday,In the afternoon,fourth week,Deterioration,Preoccupation with the road while driving the vehicle in any way,Sheikh Mohammed bin Zayed Street,Residential area,There is no definition of regions,public road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,21,Male,60,2,There is no,Not on or by (20) meters of a,1
898217,2021,Sharjah,July,Friday,Evening,fourth week,Deterioration,Sudden deviation,Gamal Abdel Nasser Street,Residential area,Al -Majaz 2,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Bike,Medium,24,Male,60,2,There is no,Not on or by (20) meters of a,1
898220,2021,Abu Dhabi,November,Tuesday,Evening,second week,A fixed body shocked the road,Preoccupation with the road while driving the vehicle in any way,Corniche intersection - Street Twenty Six,Governmental,Khalidiya,vertigo,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,33,Male,60,3,There is no,vertigo,1
898228,2021,Sharjah,February,Monday,Before noon,fourth week,Run,Preoccupation with the road while driving the vehicle in any way,Al -Wahda Street,Commercial area,Comfort,Individual,Night - Enough lighting,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Medium,36,Male,60,2,He crosses not on transit lines,Not on or by (20) meters of a,1
898229,2021,Ras Al Khaimah,June,Monday,Evening,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,Al -Faisal Street near the agencies,Petrol station,Old Ras Al Khaimah,public road,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,driver,Driver,Medium,43,Male,100,3,There is no,Not on or by (20) meters of a,1
898230,2021,Abu Dhabi,Dec,Thursday,Evening,fourth week,Shock,Preoccupation with the road while driving the vehicle in any way,Sweihan Road,External road,Sweihan,public road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,25,Male,120,2,There is no,Not on or by (20) meters of a,1
898231,2021,Abu Dhabi,September,Friday,Evening,second week,A fixed body was shocked outside the road,Preoccupation with the road while driving the vehicle in any way,Road Road Road,Tunnel / Bridge,Rawf Kindergarten Bridge Bridge,Individual,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,45,Male,60,1,There is no,Not on or by (20) meters of a,1
898234,2021,Abu Dhabi,September,Monday,Before noon,fourth week,Shock,Preoccupation with the road while driving the vehicle in any way,Mohammed Bin Khalifa Street(Fifteen),Residential area,Ventricle,public road,day,Wicked (Bad),No Clouds,dry,driver,Bike,Medium,24,Male,80,3,There is no,Not at intersection,1
898236,2021,Abu Dhabi,March,Sunday,Before noon,The first week,A fixed body was shocked outside the road,Sudden deviation,Inner Street No. (Three),Governmental,There is no definition of regions,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,25,Male,60,2,There is no,Not on or by (20) meters of a,1
898238,2021,Abu Dhabi,September,Thursday,Evening,The fifth week,A fixed body shocked the road,Preoccupation with the road while driving the vehicle in any way,Al -Mafraq Al -Shawamik Street,Residential area,There is no definition of regions,vertigo,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,22,Male,40,3,There is no,vertigo,1
898240,2021,Abu Dhabi,January,Saturday,In the afternoon,The fifth week,Shock,Preoccupation with the road while driving the vehicle in any way,Abu Dhabi Road - Al Ain,Residential area,Bani Yas Park Bridge,vertigo,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Bike,Medium,35,Male,60,3,There is no,vertigo,1
898241,2021,Umm Al Quwain,September,Tuesday,Before noon,second week,Shock,Preoccupation with the road while driving the vehicle in any way,Sheikh Mohammed bin Zayed Street (Umm Al Qain - Ras Al Khaimah),External road,Navel,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,45,Male,120,3,There is no,Not on or by (20) meters of a,1
898243,2021,Abu Dhabi,May,Thursday,Evening,second week,A fixed body shocked the road,Preoccupation with the road while driving the vehicle in any way,International airport roads,Residential area,Khalifa City (a),vertigo,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,32,Male,60,2,There is no,vertigo,1
898244,2021,Ajman,July,Thursday,Evening,The fifth week,Be shocked,Sudden deviation,Sheikh Ammar bin Humaid Al -Nuaimi Street,Residential area,Kindergarten,Double road,day,Wicked (Bad),No Clouds,dry,driver,Bike,Eloquent,21,Male,60,0,There is no,Not on or by (20) meters of a,1
898246,2021,Abu Dhabi,March,Thursday,At noon,the third week,Run,Preoccupation with the road while driving the vehicle in any way,Sultan Bin Zayed the First Street (Thirty Two),Residential area,There is no definition of regions,public road,day,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Eloquent,49,Female,80,4,He crosses not on transit lines,Not at intersection,1
898249,2021,Fujairah,November,Saturday,Evening,the third week,Be shocked,Sudden deviation,Crescent city,Commercial area,Sakmkm area,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,passenger,Bike,Eloquent,17,Male,40,1,There is no,Vertical cross intersection,1
898250,2021,Ras Al Khaimah,June,Monday,Evening,the third week,Be shocked,Sudden deviation,Al -Munai’i Street,Mosque,Al -Munai’i,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,19,Male,60,1,There is no,Not on or by (20) meters of a,1
898255,2021,Sharjah,February,Tuesday,Before noon,second week,Deterioration,Sudden deviation,Khorfakkan Road,External road,Sharjah / Al Dhaid,Double road,day,Wicked (Bad),fog,dry,passenger,Rapid in the back seat,Eloquent,24,Male,120,2,There is no,Not on or by (20) meters of a,1
898258,2021,Abu Dhabi,March,Thursday,Before noon,fourth week,Be shocked,Sudden deviation,Hawi bridge,Residential area,The city of Shakhbout,Double road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,36,Male,40,2,There is no,A meeting of half -vertical roads,1
898262,2021,Ras Al Khaimah,Dec,Friday,Evening,The fifth week,Fall,Sudden deviation,Al -Falamiya area,Governmental,Atmosphere,Dhuatatin Road,Night - without lighting,Wicked (Bad),rainy,Foundation,passenger,Rapid in the back seat,Eloquent,30,Male,60,1,There is no,Not at intersection,1
898263,2021,Ras Al Khaimah,April,Tuesday,At noon,fourth week,Deterioration,Sudden deviation,"Sheikh Khalifa Street, Shawka area",External road,fork,public road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,30,Male,120,3,There is no,Not on or by (20) meters of a,1
898264,2021,Ajman,July,Wednesday,Before noon,fourth week,A fixed body was shocked outside the road,Sudden deviation,El-Shikh Zayed street,Petrol station,Al -Hamidiya 1,Intersection,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,Eloquent,35,Female,100,0,There is no,A meeting of half -vertical roads,1
898266,2021,Sharjah,August,Monday,Evening,fourth week,Run,Sudden deviation,Corniche Al Mamzar Street,Residential area,Gorgeous,public road,day,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Eloquent,35,Male,60,2,Familiar,Not on or by (20) meters of a,1
898269,2021,Umm Al Quwain,November,Thursday,Evening,the third week,Deterioration,Sudden deviation,Sheikh Mohammed bin Zayed Street (Umm Al Qain - Ras Al Khaimah),Petrol station,Navel,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Eloquent,42,Male,120,3,There is no,Not on or by (20) meters of a,1
898270,2021,Sharjah,August,Saturday,Before noon,The first week,Shocked,Sudden deviation,Maliha Street,Industrial area,The eighteenth industrial zone,Double road,day,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Eloquent,18,Male,120,3,There is no,Not on or by (20) meters of a,1
898273,2021,Ras Al Khaimah,July,Monday,Evening,fourth week,A fixed body shocked the road,Preoccupation with the road while driving the vehicle in any way,Al Watan Street,Mountainous area,Al -Munai’i,public road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,25,Male,100,3,There is no,Not on or by (20) meters of a,1
898275,2021,Abu Dhabi,Dec,Thursday,In the afternoon,The fifth week,Shock,Preoccupation with the road while driving the vehicle in any way,Umm Al -Nar Road / Shahama,Commercial area,Sas Al Nakhl (Umm Fire),Individual,Night - weak lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,38,Male,80,1,There is no,Not on or by (20) meters of a,1
898276,2021,Abu Dhabi,April,Sunday,In the afternoon,The first week,Run,Preoccupation with the road while driving the vehicle in any way,Ghiasi Shari,Residential area,Ghiasi,Individual,Night - Enough lighting,Wicked (Bad),dusty,dry,pedestrian,There is no passenger,Eloquent,31,Male,80,2,He crosses not on transit lines,Not on or by (20) meters of a,1
898280,2021,Ajman,July,Wednesday,Before noon,fourth week,A fixed body was shocked outside the road,Sudden deviation,El-Shikh Zayed street,Petrol station,Al -Hamidiya 1,Intersection,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,26,Male,100,0,There is no,A meeting of half -vertical roads,1
898282,2021,Abu Dhabi,October,Tuesday,Evening,fourth week,A fixed body shocked the road,Preoccupation with the road while driving the vehicle in any way,El-Shikh Zayed street,Commercial area,There is no definition of regions,public road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Eloquent,38,Male,120,4,There is no,Not on or by (20) meters of a,1
898287,2021,Ras Al Khaimah,September,Wednesday,At noon,second week,Shock,Sudden deviation,Al -Ghail Street,External road,Inconsistent,Double road,day,Wicked (Bad),No Clouds,Temple,driver,Driver,death,18,Male,100,2,There is no,Not on or by (20) meters of a,1
898288,2021,Abu Dhabi,Dec,Thursday,Evening,fourth week,Shock,Preoccupation with the road while driving the vehicle in any way,Sweihan Road,External road,Sweihan,public road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,death,30,Male,120,2,There is no,Not on or by (20) meters of a,1
898292,2021,Ras Al Khaimah,May,Saturday,In the afternoon,the third week,Be shocked,Preoccupation with the road while driving the vehicle in any way,Wadi Al -Bayh Street,Mountainous area,Sih Al -Barirat,Dhuatatin Road,day,Wicked (Bad),No Clouds,Temple,passenger,Rapid in the back seat,death,24,Male,60,2,There is no,Others,1
898293,2021,Abu Dhabi,Dec,Thursday,Evening,second week,Shock,Preoccupation with the road while driving the vehicle in any way,Al Ain Street - Dubai,External road,Hayer,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,death,26,Male,140,4,Familiar,Not at intersection,1
898294,2021,Abu Dhabi,November,Friday,Evening,the third week,Run,Preoccupation with the road while driving the vehicle in any way,Khalid bin Sultan Street,Residential area,Pre -Islamic,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,death,68,Male,100,3,It crosses a street that exceeds 80 km,Not at intersection,1
898295,2021,Sharjah,August,Sunday,At noon,The first week,Run,Sudden deviation,Cooperation Street,Residential area,Gorgeous,Double road,day,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,death,39,Male,60,3,He crosses pedestrian crossing lines,Not on or by (20) meters of a,1
898296,2021,Sharjah,February,Tuesday,Before noon,second week,Deterioration,Sudden deviation,Khorfakkan Road,External road,Sharjah / Al Dhaid,Double road,day,Wicked (Bad),fog,dry,passenger,Rapid in the back seat,death,47,Male,120,2,There is no,Not on or by (20) meters of a,1
898297,2021,Abu Dhabi,January,Monday,Before noon,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,Abu Dhabi Road - Al Ain,External road,Al -Faya Bridge,public road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,death,39,Male,160,3,There is no,Not at intersection,1
